X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13038655.02,3852570.377,156,08FG3849,Aug-26,2008/12/06 00:00:00+00,1600,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.02,3852570.377,157,08FG2873,Aug-55,2008/08/30 00:00:00+00,930,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.02,3852570.377,158,08FG3533,Aug-82,2008/11/05 00:00:00+00,945,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.02,3852570.377,159,08FG3246,Aug-31,2008/10/06 00:00:00+00,1000,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.677458,-117.128219
-13038655.02,3852570.377,160,08FG3280,Aug-21,2008/10/09 00:00:00+00,1345,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.02,3852570.377,161,08FG2690,Aug-35,2008/08/15 00:00:00+00,700,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038689.08,3853212.213,162,08FG1600,Aug-98,2008/05/02 00:00:00+00,750,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.682311,-117.128525
-13038707.01,3862000.398,163,08FG2541,Aug-88,2008/07/31 00:00:00+00,1715,Inland,Fresh Water,Yes,Storm drain catch basin,San Diego,San Diego,32.748733,-117.128686
-13038733.61,3862252.542,164,08FG0063,08-0078,2008/01/04 00:00:00+00,1245,Inland,Fresh Water,Yes,Storm Drain / Contained in storm drain,San Diego,San Diego,32.750638,-117.128925
-13038845.82,3852961.982,165,08FG3808,Aug-23,2008/12/03 00:00:00+00,430,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.680419,-117.129933
-13038942.34,3845478.249,166,08FG3132,Aug-82,2008/09/26 00:00:00+00,839,Marine,Marine,Yes,San Diego Harbor,Coronado,San Diego,32.623816,-117.1308
-13038954.92,3853470.783,167,08FG2265,Aug-32,2008/07/05 00:00:00+00,1300,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.684266,-117.130913
-13039128.8,3839633.302,168,08FG1703,Aug-21,2008/05/11 00:00:00+00,1330,Marine,Marine,Yes,Pacific Ocean,Imperial Beach,San Diego,32.579583,-117.132475
-13039144.16,3845335.767,169,08FG2383,Aug-24,2008/07/16 00:00:00+00,1736,Marine,Marine,Yes,San Diego Bay,Coronado,San Diego,32.622738,-117.132613
-13039198.81,3819321.627,170,08FG1944,Aug-74,2008/06/03 00:00:00+00,1700,Marine,Marine,Yes,Shelter Island Lagoon,San Diego,San Diego,32.4257,-117.133104
-13039216.74,3819997.803,171,08FG1918,Aug-18,2008/06/02 00:00:00+00,700,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.430827,-117.133265
-13039270.06,3854375.754,172,08FG3585,Aug-02,2008/11/11 00:00:00+00,820,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.691108,-117.133744
-13039278.74,3861965.058,173,08FG1143,Aug-92,2008/03/18 00:00:00+00,1559,Inland,Fresh Water,Yes,storm drain,San Diego,San Diego,32.748466,-117.133822
-13039293.21,3846443.941,174,08FG3700,Aug-11,2008/11/24 00:00:00+00,1030,Marine,Marine,Yes,San Diego Bay,Coronado,San Diego,32.631122,-117.133952
-13039313.92,3856878.872,175,08FG3677,Aug-44,2008/11/20 00:00:00+00,808,Inland,Fresh Water,Yes,Storm Drain,San Diego,San Diego,32.71003,-117.134138
-13039317.04,3846442.487,176,08FG3929,Aug-94,2008/12/14 00:00:00+00,1030,Marine,Marine,Yes,Marina,Coronado,San Diego,32.631111,-117.134166
-13039515.41,3817395.39,177,08FG0926,08-1631,2008/02/26 00:00:00+00,700,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.411093,-117.135948
-13039566.84,3854110.155,178,08FG1057,Aug-93,2008/03/12 00:00:00+00,1028,Marine,Marine,Yes, ,San Diego,San Diego,32.6891,-117.13641
-13039646.1,3839627.093,179,08FG2143,Aug-49,2008/06/22 00:00:00+00,1610,Marine,Marine,Yes,Pacific Ocean Imperial Beach,Imperial Beach,San Diego,32.579536,-117.137122
-13039958.35,3854208.166,180,08FG2121,Aug-81,2008/06/20 00:00:00+00,930,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.689841,-117.139927
-13040028.26,3853824.986,181,08FG3214,Aug-75,2008/10/04 00:00:00+00,645,Marine,Marine,Yes,Pier off of San Diego Bay,San Diego,San Diego,32.686944,-117.140555
-13040028.26,3853824.986,182,08FG3215,Aug-76,2008/10/04 00:00:00+00,250,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.686944,-117.140555
-13040059.2,3850004.572,183,08FG0031,08-0012,2008/01/02 00:00:00+00,700,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.658055,-117.140833
-13040268.82,3854529.323,184,08FG3396,Aug-58,2008/10/23 00:00:00+00,1120,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.692269,-117.142716
-13040380.81,3862089.739,185,08FG1228,Aug-52,2008/03/26 00:00:00+00,1237,Inland,Fresh Water,Yes,Storm Drain,San Diego,San Diego,32.749408,-117.143722
-13040385.15,3854679.19,186,08FG2911,Aug-45,2008/09/03 00:00:00+00,853,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.693402,-117.143761
-13040399.29,3856580.804,187,08FG0968,08-1771,2008/03/03 00:00:00+00,841,Marine,Marine,Yes,Pacific Ocean/San Diego Bay,San Diego,San Diego,32.707777,-117.143888
-13040453.16,3854638.846,188,08FG3708,Aug-34,2008/11/25 00:00:00+00,945,Marine,Marine,Yes,Pacific Ocean,San Diego,San Diego,32.693097,-117.144372
-13040478.54,3819080.286,189,08FG2043,Aug-00,2008/06/13 00:00:00+00,830,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.42387,-117.1446
-13040484.33,3854575.487,190,08FG0751,08-1293,2008/02/13 00:00:00+00,922,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.692618,-117.144652
-13040492.91,3854687.656,191,08FG0778,08-1354,2008/02/14 00:00:00+00,1920,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.693466,-117.144729
-13040494.91,3854817.816,192,08FG3304,Aug-77,2008/10/13 00:00:00+00,740,Marine,Marine,Yes,"San Diego Bay, Tributary of Pacific Ocean",San Diego,San Diego,32.69445,-117.144747
-13040523.07,3854573.106,193,08FG0636,08-1056,2008/02/04 00:00:00+00,715,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.6926,-117.145
-13040580.85,3854505.778,194,08FG0959,08-1750,2008/03/01 00:00:00+00,1200,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.692091,-117.145519
-13040682.59,3854435.806,195,08FG1516,Aug-21,2008/04/24 00:00:00+00,1205,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.691562,-117.146433
-13040682.59,3854435.806,196,08FG1036,Aug-37,2008/03/09 00:00:00+00,1700,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.691562,-117.146433
-13040689.38,3854644.666,197,08FG0253,08-0405,2008/01/13 00:00:00+00,1455,Marine,Marine,Yes,Secured area adjacent to San Diego Bay,San Diego,San Diego,32.693141,-117.146494
-13040781,3854686.597,198,08FG1028,Aug-18,2008/03/09 00:00:00+00,2000,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.693458,-117.147317
-13040869.94,3848805.501,199,08FG1015,08-1892,2008/03/07 00:00:00+00,1100,Inland,Fresh Water,Yes,Storm drain,Coronado,San Diego,32.648986,-117.148116
-13040926.83,3855453.424,200,08FG2662,Aug-75,2008/08/13 00:00:00+00,920,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.699255,-117.148627
-13040944.75,3854642.55,201,08FG1218,Aug-34,2008/03/26 00:00:00+00,845,Marine,Marine,Yes,San Diego bay,San Diego,San Diego,32.693125,-117.148788
-13041133.44,3891287.85,202,08FG2571,Aug-53,2008/08/04 00:00:00+00,741,Inland,Fresh Water,Yes,Mcgonigle Creek to Carmel Valley Deer Canyon Creek,San Diego,San Diego,32.969733,-117.150483
-13041489.99,3858121.501,203,08FG0648,08-1077,2008/02/04 00:00:00+00,1531,Inland,Fresh Water,Yes,Unknown,San Diego,San Diego,32.719422,-117.153686
-13041531.42,4035857.29,204,08FG0483,08-0801,2008/01/27 00:00:00+00,1220,Inland,Fresh Water,Yes,Cajon Wash,San Bernardino,San Bernardino,34.052522,-117.154058
-13041730.22,3856818.941,205,08FG4016,Aug-85,2008/12/22 00:00:00+00,1130,Inland,Fresh Water,Yes,"Storm Drain, runs to San Diego Bay",San Diego,San Diego,32.709577,-117.155844
-13042107.82,3855751.861,206,08FG2212,Aug-12,2008/06/30 00:00:00+00,843,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.701511,-117.159236
-13042139.66,3857674.552,207,08FG2215,Aug-16,2008/06/30 00:00:00+00,930,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.716044,-117.159522
-13042232.06,3963090.152,208,08FG2890,Aug-84,2008/09/01 00:00:00+00,951,Inland,Fresh Water,Yes,Murrieta Creek,Temecula,Riverside,33.509208,-117.160352
-13042247.19,3852338.145,209,08FG2564,Aug-43,2008/08/01 00:00:00+00,730,Marine,Marine,Yes,San Diego Harbor,Coronado,San Diego,32.675702,-117.160488
-13042247.19,3852338.145,210,08FG0319,08-0545,2008/01/18 00:00:00+00,540,Inland,Fresh Water,Yes,San Diego Bay,Coronado,San Diego,32.675702,-117.160488
-13042249.97,3854133.963,211,08FG1412,Aug-65,2008/04/13 00:00:00+00,1730,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.68928,-117.160513
-13042264.89,3856009.428,212,08FG0569,08-0945,2008/01/31 00:00:00+00,1011,Marine,Marine,Yes,San Diego Commercial Basin,San Diego,San Diego,32.703458,-117.160647
-13042284.04,3858106.814,213,08FG3038,Aug-62,2008/09/16 00:00:00+00,900,Inland,Fresh Water,Yes,Storm Drain,San Diego,San Diego,32.719311,-117.160819
-13042347.38,3852643.116,214,08FG1989,Aug-88,2008/06/08 00:00:00+00,730,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.678008,-117.161388
-13042351.72,3852793.753,215,08FG2104,Aug-37,2008/06/18 00:00:00+00,1610,Marine,Marine,Yes,Glorietta Bay,San Diego,San Diego,32.679147,-117.161427
-13042422.3,3856574.189,216,08FG1020,Aug-06,2008/03/08 00:00:00+00,920,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.707727,-117.162061
-13042545.41,3852383.903,217,08FG2154,Aug-80,2008/06/23 00:00:00+00,1614,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.676048,-117.163167
-13042561.89,3829771.892,218,08FG2851,Aug-13,2008/08/28 00:00:00+00,1500,Marine,Marine,Yes,Pacific Ocean,La Jolla,San Diego,32.504905,-117.163315
-13042576.92,3852295.958,219,08FG2907,Aug-41,2008/09/03 00:00:00+00,855,Marine,Marine,Yes,Glorietta Bay,San Diego,San Diego,32.675383,-117.16345
-13042643.93,3856194.239,220,08FG1916,Aug-16,2008/06/02 00:00:00+00,140,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704855,-117.164052
-13042677.11,3856323.225,221,08FG1266,Aug-47,2008/03/31 00:00:00+00,906,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.70583,-117.16435
-13042742.01,3856769.725,222,08FG3985,Aug-21,2008/12/19 00:00:00+00,1030,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709205,-117.164933
-13042763.04,3856432.368,223,08FG1628,Aug-52,2008/05/05 00:00:00+00,710,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.706655,-117.165122
-13042766.72,3856785.601,224,08FG2409,Aug-93,2008/07/19 00:00:00+00,1720,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709325,-117.165155
-13042766.72,3856785.601,225,08FG3552,Aug-43,2008/11/07 00:00:00+00,1429,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709325,-117.165155
-13042766.72,3856785.601,226,08FG3126,Aug-69,2008/09/25 00:00:00+00,1501,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709325,-117.165155
-13042766.72,3856785.601,227,08FG3464,Aug-08,2008/10/29 00:00:00+00,1800,Marine,Marine,Yes,SAN DIEGO HARBOR,San Diego,San Diego,32.709325,-117.165155
-13042766.72,3856785.601,228,08FG3425,Aug-21,2008/10/26 00:00:00+00,1340,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709325,-117.165155
-13042766.72,3856785.601,229,08FG2177,Aug-46,2008/06/25 00:00:00+00,2100,Marine,Marine,Yes,pacific ocean,San Diego,San Diego,32.709325,-117.165155
-13042832.95,3856626.843,230,08FG1527,Aug-46,2008/04/25 00:00:00+00,1400,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.708125,-117.16575
-13042883.05,3856425.356,231,08FG1215,Aug-31,2008/03/26 00:00:00+00,720,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.706602,-117.1662
-13042896.96,3856728.58,232,08FG4103,Aug-69,2008/12/31 00:00:00+00,759,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.708894,-117.166325
-13042926.25,4062837.064,233,08FG1006,08-1867,2008/03/06 00:00:00+00,1000,Inland,Fresh Water,Yes,"Cumberland Creek, tributary to Lake Arrowhead.",Lake Arrowhead,San Bernardino,34.253088,-117.166588
-13042972.1,3854850.885,234,08FG1190,Aug-75,2008/03/24 00:00:00+00,740,Marine,Marine,Yes,Marina of San Diego Bay,San Diego,San Diego,32.6947,-117.167
-13043006.72,3856564.002,235,08FG0600,08-0988,2008/02/01 00:00:00+00,1040,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.70765,-117.167311
-13043040.68,3856117.774,236,08FG2746,Aug-52,2008/08/19 00:00:00+00,840,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.704277,-117.167616
-13043082.42,3856589.668,237,08FG0220,08-0336,2008/01/09 00:00:00+00,2249,Marine,Marine,Yes,Marriott Marina,San Diego,San Diego,32.707844,-117.167991
-13043143.98,3866413.497,238,08FG0947,08-1727,2008/02/29 00:00:00+00,952,Marine,Marine,Yes,Pacific Ocean,San Diego,San Diego,32.782069,-117.168544
-13043186.95,3861537.816,239,08FG0699,08-1192,2008/02/08 00:00:00+00,820,Inland,Fresh Water,Yes,Storm drain,San Diego,San Diego,32.745238,-117.16893
-13043233.93,3918686.768,240,08FG2165,Aug-00,2008/06/24 00:00:00+00,945,Inland,Fresh Water,Yes,Unknown Creek,San Marcos,San Diego,33.175983,-117.169352
-13043553.97,3857299.727,241,08FG4098,Aug-59,2008/12/30 00:00:00+00,1500,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.713211,-117.172227
-13043596.38,3852749.315,242,08FG2267,Aug-35,2008/07/05 00:00:00+00,1500,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.678811,-117.172608
-13043738.87,3852428.868,243,08FG3227,Aug-95,2008/10/05 00:00:00+00,730,Marine,Marine,Yes,Pacific Ocean,Coronado,San Diego,32.676388,-117.173888
-13043814.57,3852809.491,244,08FG1520,Aug-28,2008/04/24 00:00:00+00,1605,Marine,Marine,Yes,Gloreita Marina,Coronado,San Diego,32.679266,-117.174568
-13043893.49,3857389.297,245,08FG1368,Aug-70,2008/04/09 00:00:00+00,1021,Marine,Marine,Yes,San Diego Mariott Marina,San Diego,San Diego,32.713888,-117.175277
-13043903.07,3852825.362,246,08FG4089,Aug-37,2008/12/30 00:00:00+00,630,Marine,Marine,Yes,Glorietta Bay / San Diego Bay,Coronado,San Diego,32.679386,-117.175363
-13043909.64,3857950.552,247,08FG2629,Aug-90,2008/08/10 00:00:00+00,1035,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.71813,-117.175422
-13043924.45,4062565.152,248,08FG2153,Aug-77,2008/06/23 00:00:00+00,1200,Inland,Fresh Water,Yes,Orchard Creek which leads to Orchard Bay in Lake A,Lake Arrowhead,San Bernardino,34.251069,-117.175555
-13043993.68,3857986.277,249,08FG0166,08-0242,2008/01/07 00:00:00+00,1242,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.7184,-117.176177
-13044065.15,3857901.332,250,08FG1415,Aug-74,2008/04/14 00:00:00+00,650,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.717758,-117.176819
-13044185.49,3858819.875,251,08FG1060,Aug-97,2008/03/12 00:00:00+00,1100,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.7247,-117.1779
-13044358.59,3861726.155,252,08FG3534,Aug-84,2008/11/05 00:00:00+00,1435,Inland,Fresh Water,Yes,Storm drain,San Diego,San Diego,32.746661,-117.179455
-13044358.81,3859168.284,253,08FG1030,Aug-23,2008/03/09 00:00:00+00,830,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.727333,-117.179457
-13044388.31,3858161.195,254,08FG1495,Aug-68,2008/04/22 00:00:00+00,1040,Marine,Marine,Yes,Shelter Island Basin,San Diego,San Diego,32.719722,-117.179722
-13044467.12,3859184.428,255,08FG3667,Aug-06,2008/11/19 00:00:00+00,630,Inland,Fresh Water,Yes,San Diego Harbor,San Diego,San Diego,32.727455,-117.18043
-13044467.12,3859184.428,256,08FG3984,Aug-20,2008/12/19 00:00:00+00,1015,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.727455,-117.18043
-13044467.12,3859184.428,257,08FG3789,Aug-78,2008/12/01 00:00:00+00,945,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.727455,-117.18043
-13044467.12,3859184.428,258,08FG1364,Aug-65,2008/04/09 00:00:00+00,851,Marine,Marine,Yes,COAST GUARD SECTOR SAN DIEGO PIER,San Diego,San Diego,32.727455,-117.18043
-13044467.12,3859184.428,259,08FG2889,Aug-83,2008/09/01 00:00:00+00,800,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.727455,-117.18043
-13044467.12,3859184.428,260,08FG2302,Aug-14,2008/07/09 00:00:00+00,1100,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.727455,-117.18043
-13044468.35,3859184.428,261,08FG1088,Aug-73,2008/03/14 00:00:00+00,1800,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.727455,-117.180441
-13044520.89,3880243.873,262,08FG2305,Aug-28,2008/07/02 00:00:00+00,2000,Inland,Fresh Water,Yes,Storm drain,San Diego,San Diego,32.886461,-117.180913
-13044653.92,3859001.819,263,08FG3830,Aug-88,2008/12/04 00:00:00+00,1430,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726075,-117.182108
-13044728.17,3856133.649,264,08FG1558,Aug-08,2008/04/29 00:00:00+00,750,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704397,-117.182775
-13044728.17,3856133.649,265,08FG0820,08-1444,2008/02/20 00:00:00+00,526,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704397,-117.182775
-13044728.17,3856133.649,266,08FG2760,Aug-86,2008/08/20 00:00:00+00,1430,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704397,-117.182775
-13044728.17,3856133.649,267,08FG3435,Aug-38,2008/10/27 00:00:00+00,1020,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704397,-117.182775
-13044971.18,3879117.407,268,08FG1502,Aug-80,2008/04/22 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain-Drains into a canyon unknown if any wa,San Diego,San Diego,32.877963,-117.184958
-13044972.74,3856240.938,269,08FG0264,08-0427,2008/01/14 00:00:00+00,1300,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.705208,-117.184972
-13045353,3857094.259,270,08FG0165,08-0241,2008/01/07 00:00:00+00,1200,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.711658,-117.188388
-13045404.99,3857213.993,271,08FG2132,Aug-22,2008/06/21 00:00:00+00,1054,Marine,Marine,Yes,San Diego Bay,Coronado,San Diego,32.712563,-117.188855
-13045459.76,3859393.902,272,08FG1119,Aug-29,2008/03/18 00:00:00+00,414,Inland,Fresh Water,Yes,San Diego Bay,San Diego,San Diego,32.729038,-117.189347
-13045467.44,3859451.994,273,08FG3474,Aug-30,2008/10/30 00:00:00+00,1919,Marine,Marine,Yes,Storm Drain/ San Diego Bay,San Diego,San Diego,32.729477,-117.189416
-13045502.73,3857299.991,274,08FG0491,08-0812,2008/01/28 00:00:00+00,10,Inland,Fresh Water,Yes,San Diego Bay,Coronado,San Diego,32.713213,-117.189733
-13045625.51,3856923.325,275,08FG1525,Aug-40,2008/04/25 00:00:00+00,930,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.710366,-117.190836
-13045662.59,3941160.981,276,08FG3059,Aug-08,2008/09/18 00:00:00+00,0,Inland,Fresh Water,Yes,Storm Drain,Fallbrook,San Diego,33.3448,-117.191169
-13045723.81,3859006.583,277,08FG3532,Aug-80,2008/11/05 00:00:00+00,1340,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.726111,-117.191719
-13045770.23,3858953.257,278,08FG3010,Aug-90,2008/09/12 00:00:00+00,1430,Marine,Marine,Yes, ,San Diego,San Diego,32.725708,-117.192136
-13045925.42,4062321.258,279,08FG1627,Aug-48,2008/05/04 00:00:00+00,1830,Inland,Fresh Water,Yes,Grass Valley Creek,Lake Arrowhead,San Bernardino,34.249258,-117.19353
-13045997.43,3859353.939,280,08FG4050,Aug-47,2008/12/26 00:00:00+00,701,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.728736,-117.194177
-13046084.04,3859053.558,281,08FG1734,Aug-91,2008/05/14 00:00:00+00,625,Marine,Marine,Yes,THE MARINA ACROSS FROM SHERETON BAY TOWERS.,San Diego,San Diego,32.726466,-117.194955
-13046341.98,4062718.144,282,08FG2251,Aug-96,2008/07/02 00:00:00+00,1700,Inland,Fresh Water,Yes,Lake Arrowhead,Lake Arrowhead,San Bernardino,34.252205,-117.197272
-13046550.69,3859455.699,283,08FG2333,Aug-01,2008/07/11 00:00:00+00,1620,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.729505,-117.199147
-13046678.04,3859086.242,284,08FG0867,08-1532,2008/02/23 00:00:00+00,1530,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726713,-117.200291
-13046743.27,3859069.437,285,08FG3496,Aug-85,2008/11/02 00:00:00+00,1205,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726586,-117.200877
-13046743.27,3859069.437,286,08FG3019,Aug-14,2008/09/14 00:00:00+00,530,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726586,-117.200877
-13046743.27,3859069.437,287,08FG3856,Aug-35,2008/12/07 00:00:00+00,1000,Marine,Marine,Yes,Harbor Island`,Unincorporated county area,San Diego,32.726586,-117.200877
-13046743.27,3859069.437,288,08FG2469,Aug-24,2008/07/25 00:00:00+00,1030,Marine,Marine,Yes,Cabrillo Isle Marina / Pacific Ocean,San Diego,San Diego,32.726586,-117.200877
-13046792.81,3859223.729,289,08FG0813,08-1425,2008/02/19 00:00:00+00,740,Marine,Marine,Yes,San Diego Bay/San Diego Harbor,San Diego,San Diego,32.727752,-117.201322
-13046792.81,3859219.362,290,08FG1513,Aug-10,2008/04/23 00:00:00+00,1430,Marine,Marine,Yes,SAN DIEGO BAY,San Diego,San Diego,32.727719,-117.201322
-13046829.32,3859219.362,291,08FG1134,Aug-57,2008/03/18 00:00:00+00,1833,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.727719,-117.20165
-13047140.35,3859521.202,292,08FG1721,Aug-61,2008/05/13 00:00:00+00,830,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.73,-117.204444
-13047211.15,3854931.706,293,08FG3691,Aug-91,2008/11/23 00:00:00+00,620,Marine,Marine,Yes,"San Diego Harbor, Tributary of the Pacific Ocean",San Diego,San Diego,32.695311,-117.20508
